eid	title	author	firstpage	lastpage	pages
1151	The Reversing Magnet of the {850 MeV} Stage of {MAMI}	H. Herminghaus and P. Jennewein and U. Ludwig-Mertin and G. Meyer and P. Zinnecker	1151	1153	1151-1153
1154	Field Measurements and Sorting of the {HERA} {e}-Ring Dipoles	Y. Holler and O. Kaul and K. Sinram	1154	1156	1154-1156
1157	Design and Fabrication of {33 GHz} High-Gradient Accelerator Sections	D. B. Hopkins and A. M. Sessler and J. Haimson and B. Mecklenburg and J. C. Farmer and W. K. Kelley and C. P Steffani and H. A. Johnsen	1157	1159	1157-1159
1160	Residual Gas Ionization Beam Profile Monitors for the {HERA} Proton Machines	F. Hornstra	1160	1162	1160-1162
1163	Ground Test Accelerator Control System Software	L. Burczyk and R. Dalesio and R. Dingler and J. Hill and J. A. Howell and D. Kerstiens and R. King and A. Kozubal and C. Little and V. Martz and R. Rothrock and J. Sutton	1163	1165	1163-1165
1166	Realization of the {LEP} Power Converters	H. W. Isch	1166	1168	1166-1168
1169	{352.2 MHz} {RF} System for the {ESRF}	J. Jacob and C. David	1169	1171	1169-1171
1172	The Electron Cooling Device for the Heavy Ion Storage Ring {TSR}	M. Steck and M. Blum and A. Friedrich and E. Jaeschke and M. Jung and V. Köler and D. Krämer and K. Matl	1172	1174	1172-1174
1175	The Magnetsystem of the {TSR}	D. Krämer and B. Holzer and E. Jaeschke and W. Ott and R. Repnow	1175	1177	1175-1177
1178	Accelerator Simulation on a Parallel Computer	A. Jejcic and J. Maillard and J. Silva and M. Auguin and F. Boeri and A. Vincent-Carrefour	1178	1180	1178-1180
1181	Recent Progress of Permanent Magnets	Xu Jianming and Xu Qing	1181	1183	1181-1183
1184	Layout and Design and Construction of the Electrostatic Separation System of the {LEP} {e⁺e⁻} Collider	W. Kalbreier and N. Garrel and R. Guinand and R. L. Keizer and K. H. Kissler	1184	1186	1184-1186
1187	On Niobium Sputter Coated Cavities	G. Arnolds-Mayer and U. Kaufmann and H. Downar and T. Friesen	1187	1189	1187-1189
1190	Design and Performance of a Prototype Synchronous High Tension Discharge Switch for the Separation System of the {LEP} {e⁺e⁻} Collider	R. L. Keizer and G. Boch and J. Dieperink and A. Finnigan and N. Garrel and M. Granier and W. Kalbreier and M. Laffin	1190	1192	1190-1192
1193	Electromagnetic Design of the {HERA} {e⁻} Vacuum	R. Klatt and T. Weiland	1193	1195	1193-1195
1196	The Conceptual Design of the {ESRF} Control System	W. D. Klotz and C. Hervé	1196	1198	1196-1198
1199	Architecture of the {LEP} Application Software	J. P. Koutchouk	1199	1201	1199-1201
1202	Meson Factory Accelerating Structure Tuning	Ju. V. Bylinsky and S. K. Esin and A. V. Feschenko and T. N. Habibullin and L. V. Kravchuk and P. N. Ostroumov and V. A. Puntus and G. V. Romanov and S. Zh Zharylkapov	1202	1204	1202-1204
1205	Computer Aided Beam Diagnostics and Automatic Matching on the {Mainz} Microtron	H. -J. Kreidel	1205	1207	1205-1207
1208	Industrial Fabrication of the Superconducting {HERA} Quadrupole Coil	D. Krischel and J. Böer and H. Fechteler and F. Sommer	1208	1210	1208-1210
1211	Five Parameter Method of Tuning of Biperiodic $π/2$ Accelerating Structures	S. Kulinski and J. Sekutowicz	1211	1213	1211-1213
1214	Beam Diagnostics Using Variations of Local Magnetic Fields	P. Kuske and H. -G Hoberg and J. Machado and R. Maier and A. Schiele	1214	1216	1214-1216
1217	High Voltage Power Supply for Electrostatic Kickers for {CRYRING}	M. Kvarngren and M. A. K. Eriksson	1217	1219	1217-1219
1220	Design of the {150 kW}, {46–62 MHz} Power Amplifier for the {TRIUMF} Kaon Factory Booster Ring	S. Kwiatkowski and T. Enegren and R. L. Poirier	1220	1222	1220-1222
1223	Dynamic Transfer from {MIMAS} to {SATURNE}	T. Aniel and J. M. Lagniel and A. Tkatchenko	1223	1225	1223-1225
1226	Building, Supply Facilities and Infrastructure {COSY} {Jülich}	H. Lang and W. Besselmann and J. Kreutzer and K. Matela and N. Mosko and H. -J. Probst and D. Römer and J. Strauch and E. Veiders	1226	1227	1226-1227
1228	Further Development of the Plasma Beam Ion Source	K. Langbein	1228	1230	1228-1230
1231	Conversion of the {SPS} to a Multicycling Accelerator	C. G. Beetham and L. Burnod and R. J. Lauckner and J. F. Miles and G. Mugnai and C. G. Saltmarsh and D. H. Thomas	1231	1233	1231-1233
1234	{RF} Impedance Calculations for Three-Dimensional Devices for {HERA}	E. Lawinsky and T. Weiland and S. G. Wipf	1234	1236	1234-1236
1237	The {IMPELA} Control System	C. B. Lawrence and S. T. Craig and J.-P. Labrie and S. Lord and B. F. White	1237	1239	1237-1239
1240	The Design of Photon Absorbers for the {ESRF} Vacuum Chamber	G. Marot and R. Bennett	1240	1242	1240-1242
1243	The {ESRF} Vacuum System	R. J. Bennett and J. M. Lefebvre and B. A. Trickett	1243	1245	1243-1245
1246	Introduction of a New Class of High-Power {Y}-Junction Circulators: The {352 MHz}/{1.5 MW} Type Designed for {CERN}/{LEP}	S. Lenz and W. Hauth and E. Pivit	1246	1248	1246-1248
1249	Capacitive Large-Range-Intensity Beam-Position Monitors at {GANIL}	F. Loyer and F. Daudin and C. Doutressoulles and B. Ducoudret and J. P. Rataud	1249	1251	1249-1251
1252	Analysis of Beam Losses at {PSR}	R. J. Macek and D. H. Fitzgerald and R. L. Hutson and M. A. Plum and H. A. Thiessen	1252	1254	1252-1254
1255	Knowledge Engineering Methods for Accelerator Operation	E. Malandain and S. Pasinelli and P. Skarek	1255	1257	1255-1257
1258	Ramping Controls for the {IUCF} Storage Ring	W. Manwaring	1258	1260	1258-1260
1261	Magnetic Field of the {K800} Cyclotron	D. Johnson and T. Kuo and F. Marti and J. A. Nolen and Jr. and B. Sherrill and A. Zeller and L. H. Harwood	1261	1263	1261-1263
1264	The {Fermilab} Collider {D∅} Low $β$ System	A. D. McInturff and J. Carson and T. Collins and K. Koepke and E. Malamud and P. Mantsch and R. Niemann and A. Riddiford	1264	1266	1264-1266
1267	Radial Compression of Picosecond Electrical Pulses	C. Bamber and W. Donaldson and T. Juhasz and L. Kingsley and E. Lincke and A. C. Melissinos	1267	1268	1267-1268
1269	{Dialog}: A System for Instrumentation Diagnosis	A. Burns and J. Menu	1269	1271	1269-1271
1272	The Electrical Test of a Short String of Superconducting {HERA} Type Magnets	K. -H. Me	1272	1274	1272-1274
1275	The Test of the Quench Protection Diodes for {HERA}	K. H. Mess	1275	1277	1275-1277
1278	Operational Experience and Tests of the {Milan} {K800} Cyclotron Vacuum System	P. Michelato and A. Giussani and C. Pagani	1278	1280	1278-1280
1281	Superconducting Cavities for {HERA}	B. Dwersteg and W. Ebeling and W. -D. Möller and D. Proch and D. Renken and J. Sekutowicz and D. Tong	1281	1283	1281-1283
1284	Radiation Dose Measurements and a Study of Damage to Accelerator Components in the {TRISTAN} {e⁺e⁻} Collider at {27.5 GeV}	T. Momose and K. Endo and H. Hirayama and T. Ieiri and H. Ishimaru and T. Kawamoto and Y. Mizumachi and Y. Ohsawa and K. Takayama and S. Takeda and K. Uchino	1284	1286	1284-1286
1287	Damping of the {HOM}’s in a Multicell Superconducting Cavity	A. Mosnier and B. Aune and J. Bourbonneux and K. Djidi and M. Juillard and J. P. Nicolaï	1287	1288	1287-1288
1289	High Electromagnetic Fields at Low {RF} Losses in Superconducting {S}-Band Accelerator Cavities	G. Müller and H. Piel and J. Pouryamout and R. W. Röth	1289	1291	1289-1291
1292	Multimode Investigations on {RF} Losses and Field Limitations of Single-Cell Niobium Cavities at {L}- and {S}-Band Frequencies	G. Müller and H. Piel and R. W. Röth and B. Aune and C. Magne and A. Veyssiere	1292	1294	1292-1294
1295	{Nb₃Sn} for Superconducting Accelerators at {4.2 K}	M. Peiniger and G. Müller and H. Piel and P. Thüns	1295	1297	1295-1297
1298	Calculations of {EDDY}-Current Effects in a Ramped Dipole Field	A. Nilsson and P. Carlé	1298	1299	1298-1299
1300	A Beam Splitter for the Parasitic Use of the {72 MeV} Proton Beam Line to Produce Isotopes	M. Olivo and H. V. Reist	1300	1302	1300-1302
1303	Accelerating Voltage Amplitude and Phase Stabilization for the Milan Superconducting Cyclotron	A. Bosotti and A. Caruso and M. Di Giacomo and V. Lovati and C. Pagani and G. Varisco and F. Zibra	1303	1305	1303-1305
1306	Computer Control for the {Milan} {K800} Cyclotron {RF} System	A. Bosotti and A. Caruso and D. Giove and V. Lovati and C. Pagani and G. Varisco and F. Zibra	1306	1308	1306-1308
1309	Fabrication and Test of Superconducting {RF} Cavities for {CEBAF}	U. Klein and A. Palussek and M. Peiniger and H. Vogel and H. Piel	1309	1311	1309-1311
1312	A Proposed Superconducting Photoemission Source of High Brightness	H. Chaloupka and H. Heinrichs and H. Piel and C. K. Sinclair and F. Ebeling and T. Weiland and U. Klein and H. Vogel	1312	1314	1312-1314
1315	Recent Extensions of the Program Magnus-3D for Three-Dimensional Accelerator Magnetic Engineering	A. M. Ferrari and S. Pissanetzky	1315	1317	1315-1317
1318	The Transverse Polarimeter for {LEP}	M. Placidi	1318	1320	1318-1320
1321	Parallel Bias vs Perpendicular Bias of a Ferrite Tuned Cavity for the {TRIUMF} Kaon-Factory Booster Ring	R. L. Poirier and T. Enegren and S. J. Mai and I. Enchevich	1321	1323	1321-1323
1324	{EPA} Beam-Vacuum Interaction and Ion Clearing System	F. Caspers and J. P. Delahaye and J. C. Godot and K. Hubner and A. Poncet	1324	1326	1324-1326
1327	Studies of Pulsed Volume Sources of {H⁻} Ions	K. Prelec	1327	1329	1327-1329
1330	Beam Monitoring System for the {Kharkov} {2 GeV} Electron Linac	G. D. Pugachev and V. N. Boriskin and A. N. Dovbnya and V. A. Gurin and V. N. Katarzhnov and V. V. Mel’nichenko and V. A. Popenko and A. N. Savchenko	1330	1331	1330-1331
1332	Development of a Lithium Liquid Metal Ion Source for MeV Ion Beam Analysis	P. M. Read and G. D. Alton and J. T. Maskrey	1332	1334	1332-1334
1335	Source of Polarized Electrons	W. Hartmann and H. G. Andresen and K. Aulenbacher and W. Heil and L. Koch and E. W. Otten and E. Reichert and M. Sprenger and K. H. Steffens and B. Wagner	1335	1336	1335-1336
1337	Vacuum System Design and Performance for the {Daresbury} {HBL}	R. J. Reid	1337	1339	1337-1339
1340	Experimental Results of High Power Dual Frequency Resonant Magnet Excitation at {TRIUMF}	K. W. Reiniger and G. Heritier	1340	1342	1340-1342
1343	Beam Loading Analysis of a Transformer-Coupled {RF} Cavity	S. Bartalucci and R. Garoby and A. Riche and A. Susini	1343	1345	1343-1345
1346	A $z$-Pinch Plasma Lens for Focusing High-Energy Particles in an Accelerator	B. Autin and H. Gundel and H. Riege and F. Dothan and H. Bauer and E. Boggasch and J. Christiansen and K. Frank and R. Tkotz and G. Miano and L. de Menna	1346	1348	1346-1348
1349	Development of a Strategy for Modelling Operation and Failure of High Power R. F. Windows	R. A. Rimmer	1349	1351	1349-1351
1352	Measurement of {H\rlap{₂}⁺} Stripping Cross Sections in Carbon and Aluminium Foils (with some additional data for {Al₂0₃})	T. Ludwig and D. Blasczyk and P. Kohl and D. Protic and G. Riepe and M. Rogge and P. V. Rossen and H. Neuburger and W. Polster and D. Prasuhn	1352	1354	1352-1354
1355	The Magnetic Field Measuring System of the {Milan} Superconducting Cyclotron	E. Acerbi and G. Bellomo and G. Rivoltella and L. Rossi	1355	1357	1355-1357
1358	Tapered Undulators for {FEL}	E. Sabia and A. Dipace and A. Renieri	1358	1360	1358-1360
1361	Electron Beam with an Energy {1 MeV} in the Recuperation Regime	M. E. Veis and B. M. Korabelnikov and N. K. Kuksanov and P. I. Nemytov. and R. A. Salimov and A. N. Skrinsky	1361	1363	1361-1363
1364	The {AGS} Booster High Frequency {RF} System	R. Sanders and P. Cameron and R. Damn and M. Goldman and E. Jablonski and J. Keane and A. McNerney and M. Meth and M. Plotkin and M. Puglisi and A. Ratti	1364	1366	1364-1366
1367	Accelerating and Separating Mixed Beams of Ions with Similar Charge to Mass Ratio in the {CERN} {PS} Complex	N. Angert and E. Brouzet and R. Garoby and S. Hancock and H. Haseroth and C. Hill and K. Schindl and P. Têtu	1367	1369	1367-1369
1370	An {ECR}-Ionizer for a Polarized Ion Source	P. A. Schmelzbach and L. Friedrich and E. Huttel	1370	1371	1370-1371
1372	Multicycling of the {CERN}-{SPS}: Supercycle Generation and First Experience with this Mode of Operation	K. Cornelis and W. Herr and R. Schmidt	1372	1374	1372-1374
1375	Initial Operating Experience and Recent Development on the {TRIUMF} Optically Pumped Polarized {H⁻} Ion Source	P. W. Schmor and W. M. Law and C. D. P. Levy and M. McDonald	1375	1377	1375-1377
1378	Metallized Ceramic Vacuum Chambers for the {LEP} Injection Kicker Magnets	M. Mayer and H. Kuhn and G. H. Schröder and B Zega and G. Howard and G. Wilkinson	1378	1380	1378-1380
1381	The Injection Kicker System of {LEP}	G. H. Schröder and J. Bonthond and U. Jansson and H. Kuhn and M. Mayer and G. Vossenberg	1381	1383	1381-1383
1384	New Electrostatic Pick-Ups for the {PS}	E. Schulte and J. Durand and J. Gonzalez and M. Thivent	1384	1386	1384-1386
1387	Beam Position Pick-Ups in the Straight Sections of the {HERA} Proton Ring	W. Schütte and K. -H. Meß	1387	1389	1387-1389
1390	Description of the Directional Coupler Position Monitor as $n$-Port	W. Schütte	1390	1392	1390-1392
1393	Operation of a Laser-Ion Source in a {Van de Graaff}	J. Sellmair and G. Korschinek	1393	1395	1393-1395
1396	{Van-de-Graaf} Accelerator Operation with Laser Source of Highly-Charged Heavy Ions	L. S. Barabash and A. A. Golubev and D. G. Koshkarev and K. I. Krechet and B. Yu. Sharkov and A. V. Shumshurov	1396	1397	1396-1397
1398	{3 T} Superconducting Dipole Magnet with a Highly Homogeneous Field	I. A. Shelaev and Z. V. Borisovskaya and V. I. Lobanov and I. P. Yudin	1398	1400	1398-1400
1401	Performance and Operational Experience with {CERN}-Lithium Lenses	P. Sievers and R. Bellone and D. Fiander and J. Hangst and G. Silvestrov	1401	1403	1401-1403
1404	Injection in {CRYRING}	A. Simonsson	1404	1406	1404-1406
1407	Input Coupler for Superconducting Accelerator Structure	A. A. Komkov and O. L. Maslennikov and V. F. Petrov and V. L. Smirnov and B. A. Sokolov)	1407	1409	1407-1409
1410	Design and Technical Features of the Vacuum System at {COSY}	H. Stechemesser and W. Bertram and K. Döring and H. Jaegers and H. B. Müller and J. Zeumann and A. Zumloh and A. Hamacher and G. Riepe	1410	1412	1410-1412
1413	The {SIS}-Beam Diagnostic System	P. Strehl and H. Vilhjalmsson	1413	1415	1413-1415
1416	Low Frequency Ferrite Cavities	A. Susini	1416	1417	1416-1417
1418	The Plane Wave Transformer Linac Structure	D. A. Swenson	1418	1420	1418-1420
1421	Design and Perforance of the {AAC} Stack Core Cooling System	J. Bosser and P. Bramham and C. Metzger and C. Taylor	1421	1423	1421-1423
1424	The Thermodynamics of Hydrogen Micro-Spheres as Internal Targets in Ion Storage Rings	B. Trostel	1424	1426	1424-1426
1427	Production of 7Be Radioactive Beams at {IAE} Cyclotron	V. V. Buranov and A. M. Dobychin and S. B. Sakuta and V. N. Unezhev and N. I. Venikov	1427	1429	1427-1429
1430	Experiment of the First Prototypes of Pipe Cooled {500 MHz} Cavities from Explosion Bonded Niobium Copper	B. Dwersteg and W. -D. Möller and D. Proch and U. Klein and A. Palussek and H. Vogel	1430	1432	1430-1432
1433	A New {100 KW} {CW} {Y}-Junction Stripline Circulator Concept and its Realization in the {500 MHz} Range	W. Weiser and S. Lenz and E. Pivit	1433	1435	1433-1435
1436	Electron Cooling on the {ESR} at {GSI}	N. Angert and W. Bourgeois and H. Emig and B. Franzke and B. Langenbeck and K. D. Leible and H. Schulte and P. Spädtke and B. H. Wolf	1436	1438	1436-1438
1439	High Current Commissioning of the {H⁻} Ion Accelerating Column of the {ISIS} Injector	H. Wroe and N. D. West	1439	1441	1439-1441
1442	Design Study of a New Central Region of the {Princeton University} {AVF} Cyclotron for High-Quality $N=2$ Beams	M. Yoon and S. Oh	1442	1444	1442-1444
1445	Performance of {BEPC}-{SR} Magnet System	Z. Cao and R. Hou and B. F. Li and C. M. Li and Y. F. Shi and J. M. Xu and Z. S. Yin and B. Zhao and P. M. Zhu	1445	1450	1445-1450
1451	Some Consideration on the Application of Linear Resonance Accelerators to the Ion Implantation	A. N. Antropov and V. K. Baev and N. M. Gavrilov and R. K. Gavrilova and A. A. Kostjuhin and S. A. Minaev and A. V. Shalnov	1451	1453	1451-1453
1454	Medical Radioisotopes Production at the Isochronous Cyclotron in {ALMA-ATA}	A. A. Arzumanov and V. N. Batischev and V. K. Gladun and V. L. Kochetkov	1454	1455	1454-1455
1456	High-Power Small {RF} Accelerator of Electrons {ILU-8} with Local Radiation Protection	V. L. Auslender and V. G. Cheskidov and D. L. Factorovich and V. A. Gorbunov and G. M. Kazakevich and A. D. Panfilov	1456	1458	1456-1458
1459	Medical Synchrotron for Proton Therapy	K. Endo and S. Fukumoto and K. Muto and T. Arimoto and Y. Hayakawa and T. Inada and T. Kitagawa and A. Maruhashi and M. Sato and J. Tada and Y. Takada	1459	1461	1459-1461
1462	Commercial Ion Linacs	R. W. Hamm and J. H. Bower and K. R. Crandall and M. E. Hamm and J. M. Potter	1462	1464	1462-1464
1465	A Vacuum Electrostatic Generator	B. H. Choi and H. D. Kang and W. Kim and B. H. Oh and K. H. Chung	1465	1467	1465-1467
1468	Design Study of High-Energy, High-Current {RF} Accelerators for Ion Implantation	H. Deitinghoff and J. Häuser and H. Klein and P. Leipe and A. Schempp and R. W. Thomae and T. Weis and J. Bannenberg and W. Urbanus and R. Wojke and van Amersfoort, P. W.	1468	1470	1468-1470
1471	A Project of Tandem Accelerator Mass Spectrometry Facility at {Peking University}	K. Li and C.-E. Chen and T. Chen and Z. Guo and H. Liu and S. Yan and R. Zhang and S. Zheng and H. Si	1471	1473	1471-1473
1474	The {European} Light Ion Medical Accelerator	P. Mandrillon and F. Farley and R. Ostojic and M. Bona and J. C. Godot and A. Susini and G. Ryckewaert and S. Zaremba and E. Schreiber	1474	1476	1474-1476
1477	The Activity on Accelerators at the {ENEA} Frascati Center: Status and Perspectives	G. Messina and U. Bizzarri and G. Giubileo and A. Mola and L. Picardi and P. Raimondi and C. Ronsivalle and A. Vignati	1477	1479	1477-1479
1480	The High-Frequency Electron Accelerator for the Use in Industrial Technological Lines	V. L. Auslender and V. G. Cheskidov and V. E. Nekhaev and A. D. Panfilov and V. A. Poliakov and A. A. Tuvik	1480	1482	1480-1482
1483	Design Study of a Synchrotron Radiation Source for {X}-ray Lithography	M Bassetti and E. Bernieri and E. Burattini and A. Cattoni and V. Chimenti and C. Sanelli and S. Tazzari and F. Tazzioli and C. Mencuccini and L. Palumbo and L. Picardi and Q. H. Chen and R. Rinzivillo	1483	1485	1483-1485
1486	Calibration of Medical Linear Accelerators in {Louisiana} Using {Task Group 21 Protocol}	B. P. Pullen	1486	1487	1486-1487
1488	Operational Experience with the {500 μA} {H⁻} Isotope Production Cyclotron {Cyclone} 30	J. -L. Bol and M. Lacroix and G. Lannoye and G. Ryckewaert and S. Zaremba and A. Chevalier and E. Conard and Y. Jongen	1488	1490	1488-1490
1491	A Radioactive Ion Beam Facility at {Louvain-La-Neuve}	M. Huyse and G. Reusen and P. Van Duppen and F. Baeten and C. Dom and M. Arnould and J. Vanhorenbeeck and D. Darquennes and Th. Delbar and Y. Jongen and S. Wa. Kitwanga and M. Lacroix and P. Leleux and P. Lipnik and M. Loiselet and G. Ryckewaert and J. Vervier and S. Zaremba	1491	1493	1491-1493
1494	Deflection Systems in Medical Linacs	L. Sagalovsky	1494	1496	1494-1496
1497	The Systems to Extract the Linear, Ring and Concentrated Electron Beam into the Atmosphere	M. E. Veis and V. G. Cherepkov and I. L. Chertok and S. N. Fadeev and A. I. Grishchenko and B. M. Korabelnikov and N. K. Kuksanov and P. I. Nemytov. and R. A. Salimov	1497	1499	1497-1499
1500	{80 KW} Industrial Electron Accelerators based on Rectifier	M. E. Veis and V. G. Cherepkov and A. I. Grishchenko and P. I. Kachalov and B. M. Korabelnikov and G. S Krainov and N. K. Kuksanov and S. A. Kuznetsov and P. I. Nemytov. and R. A. Salimov and A. N. Samoilovich and V. N. Zaitsev	1500	1501	1500-1501
1502	A Compact {H⁻} Cyclotron for Isotope Production	H. R. Schneider and R. Baartman and R. E. Laxdal and B. F. Milton and A. J. Otter and J. B. Pearson and R. L. Poirier and P. W. Schmor	1502	1504	1502-1504
1505	{TRAPP}-Facility for Proton Therapy of Cancer	V. E. Balakin and A. N. Skrinsky and V. P. Smirnov and Yu. D. Valyaev	1505	1505	1505
1506	A {CW} High Power and High Quality Electrostatic Accelerator for {FEL} Devices	I. Boscolo and G. Brautti and V. Stagno and V. Variale and L. Tecchio	1506	1508	1506-1508
1509	A Compact 1-{MeV} Deuteron {RFQ} Linac	D. A. Swenson and P. E. Young	1509	1511	1509-1511
1512	Advanced Ultrafine Particle Accelerator	D. A. Swenson and A. E. Dabiri and D. B. McColl and Z. Mikic and M. F. Scharff	1512	1514	1512-1514
1515	{IMPELA}: An Industrial Accelerator Family	J. Ungrin and N. H. Drewell and N. A. Ebrahim and J.-P. Labrie and C. B. Lawrence and V. A. Mason and B. F. White	1515	1517	1515-1517
1518	Utilization of the Light Ion Cyclotron of the Joint Research Centre at {ISPRA (VA) Italy}	von der Hardt, P. and M. Castiglioni and B. Weckermann)	1518	1520	1518-1520
1521	Development of Heavy Ion Induction Linear Accelerators as Drivers for Inertial Confinement Fusion	A. I. Warwick and C. Celata and A. Faltens and T. J. Fessenden and D. J. Judd and D. Keefe and C. H. Kim and L. J. Laslett and E. P. Lee and H. Meuth and H. Rutkowski and L. Smith	1521	1522	1521-1522
1523	{COSY} — A Compact Electron Storage Ring for Synchrotron Radiation	E. Weihreter and W. Anders and K. Bürkmann and K. Derikum and G. v. Egan-Krieger and M. v. Hartrott and N. Holtkamp and W. -D. Klotz and H. Lehr and G. Mülhaupt and R. Maier and M. Martin and A. Schiele and L. Schulz and T. Westphal	1523	1525	1523-1525
